ts_code,name,pct_change,leading,leading_pct,up_num,down_num,turnover_rate,total_mv,idx_type
BK0885.DC,VPN,2.02,南兴股份,7.93,17,2,3.66,37765297.6,概念板块
BK1396.DC,金属制品,2.01,鼎泰高科,20.0,58,20,5.68,88971665.6,行业板块
BK0984.DC,华为汽车,2.0,京泉华,9.99,86,30,2.85,221280241.6,概念板块
BK1315.DC,光伏电池组件,1.99,通灵股份,6.38,20,3,3.22,45100374.4,行业板块
BK1015.DC,能源金属,1.99,腾远钴业,4.56,10,1,4.1,60128152.0,行业板块
BK0549.DC,深圳特区,1.99,鹏鼎控股,10.0,260,81,2.29,1181538304.0,概念板块
BK1093.DC,汽车一体化压铸,1.98,三祥新材,10.0,19,9,2.81,39961025.6,概念板块
BK1069.DC,智慧灯杆,1.98,华体科技,5.94,22,4,4.23,17013724.7,概念板块
BK0814.DC,大飞机,1.98,隆达股份,12.02,81,19,2.46,229041764.8,概念板块
BK0494.DC,节能环保,1.98,艾华集团,9.98,329,81,2.38,625021516.8,概念板块
BK1132.DC,MLOps概念,1.97,科大国创,8.76,8,1,4.14,16319886.3,概念板块
BK1095.DC,钒电池,1.97,钒钛股份,7.47,17,4,2.02,61277211.2,概念板块
BK0802.DC,无人驾驶,1.97,景旺电子,10.0,204,62,2.6,808499737.6,概念板块
BK1617.DC,黄金,1.96,恒邦股份,3.24,10,0,1.59,51943683.2,行业板块
BK1420.DC,其他化学原料,1.94,善水科技,5.58,16,2,1.79,17846876.9,行业板块
BK1299.DC,影视动漫制作,1.94,华智数媒,8.42,10,4,3.58,15510308.8,行业板块
BK0875.DC,ETC,1.93,新 大 陆,10.02,32,10,3.7,43143838.4,概念板块
BK1547.DC,跨境电商,1.91,赛维时代,9.25,5,2,4.66,5192114.0,行业板块
BK1403.DC,能源及重型设备,1.9,和泰机电,10.01,51,7,1.39,60542339.2,行业板块
BK0943.DC,汽车拆解,1.9,华新科技,8.34,14,3,1.57,27152014.4,概念板块
BK1102.DC,空气能热泵,1.89,申菱环境,8.85,23,10,2.24,161937107.2,概念板块
BK0655.DC,网络安全,1.89,格尔软件,9.99,107,23,2.13,500099968.0,概念板块
BK1426.DC,聚氨酯,1.88,同大股份,3.7,8,1,2.38,28230396.8,行业板块
BK1436.DC,农药,1.87,新安股份,10.04,28,5,1.82,23826406.5,行业板块
BK1550.DC,贸易Ⅲ,1.86,厦门信达,4.98,14,1,1.71,16977616.2,行业板块
BK1438.DC,合成树脂,1.86,兴业股份,4.15,11,2,5.71,19484257.2,行业板块
BK1320.DC,逆变器,1.86,锦浪科技,4.97,7,2,4.75,60887019.2,行业板块
BK0735.DC,计算机设备,1.86,新 大 陆,10.02,77,13,2.99,179122243.2,行业板块
BK0484.DC,贸易Ⅱ,1.86,厦门信达,4.98,14,1,1.71,16977616.2,行业板块
BK0493.DC,新能源,1.85,南  玻Ａ,10.0,160,42,2.67,764874086.4,概念板块
BK0638.DC,创业成份,1.84,三环集团,16.79,64,36,3.26,1067841152.0,概念板块
BK0592.DC,铁路基建,1.84,时代电气,14.4,92,29,1.06,325628489.6,概念板块
BK0567.DC,股权激励,1.84,大连电瓷,10.03,150,60,2.49,571223091.2,概念板块
BK1364.DC,资产管理,1.83,华金资本,10.0,2,2,1.89,4500478.7,行业板块
BK1302.DC,电池化学品,1.83,新宙邦,9.6,35,8,3.96,112455273.6,行业板块
BK0866.DC,人造肉,1.83,四环生物,10.13,14,2,4.23,19947835.4,概念板块
BK1398.DC,其他通用设备,1.82,海鸥股份,10.0,41,15,3.93,48418921.6,行业板块
BK1075.DC,电子身份证,1.82,格尔软件,9.99,31,6,3.46,34962958.4,概念板块
BK0864.DC,氢能源,1.82,曙光股份,10.06,196,65,1.93,657882470.4,概念板块
BK0162.DC,宁夏板块,1.8,东方钽业,10.0,12,4,2.03,31265382.4,地域板块
BK1669.DC,中盘成长,1.77,景旺电子,10.0,137,68,2.77,1022771328.0,概念板块
BK1554.DC,商业物业经营,1.77,全新好,7.23,13,1,1.19,19869934.0,行业板块
BK0925.DC,北交所概念,1.77,京投发展,9.99,18,4,2.6,37390584.0,概念板块
BK0861.DC,数字孪生,1.77,达实智能,10.1,62,22,2.79,107537121.6,概念板块
BK0623.DC,海洋经济,1.77,时代电气,14.4,87,18,2.06,253480382.4,概念板块
BK0528.DC,转债标的,1.77,龙星科技,10.04,236,95,1.94,671320089.6,概念板块
BK1467.DC,耐火材料,1.76,濮耐股份,4.74,6,3,2.67,3855080.6,行业板块
BK1455.DC,家电零部件Ⅲ,1.76,联合精密,5.41,31,5,4.65,48396795.2,行业板块
BK1242.DC,家电零部件Ⅱ,1.76,联合精密,5.41,31,5,4.65,48396795.2,行业板块
BK1310.DC,配电设备,1.75,大烨智能,6.35,24,3,3.19,26880588.8,行业板块
BK0173.DC,贵州板块,1.75,三力制药,10.01,24,8,2.66,198104238.4,地域板块
BK1049.DC,EDR概念,1.74,协创数据,5.43,13,1,3.09,40785374.4,概念板块
BK0991.DC,工程机械概念,1.74,川润股份,10.02,42,12,1.27,119912009.6,概念板块
BK1446.DC,其他计算机设备,1.73,新 大 陆,10.02,54,10,3.8,128212564.8,行业板块
BK1204.DC,国防军工,1.73,火炬电子,10.01,109,31,2.49,357462705.6,行业板块
BK0950.DC,草甘膦,1.73,新安股份,10.04,8,4,1.76,19414993.6,概念板块
BK1571.DC,油品石化贸易,1.72,恒通股份,9.97,5,2,3.39,7260327.2,行业板块
BK1155.DC,小米汽车,1.72,春秋电子,10.01,73,28,3.23,512216832.0,概念板块
BK1370.DC,特钢Ⅲ,1.71,盛德鑫泰,8.33,10,3,0.91,19644663.2,行业板块
BK1313.DC,风电零部件,1.71,海力风电,8.28,20,6,3.47,32335731.2,行业板块
BK1227.DC,特钢Ⅱ,1.71,盛德鑫泰,8.33,10,3,0.91,19644663.2,行业板块
BK1679.DC,2025年报扭亏,1.69,博敏电子,9.98,271,84,3.06,594312268.8,概念板块
BK0614.DC,食品安全,1.69,华盛昌,10.0,40,9,3.12,44353971.2,概念板块
BK1414.DC,锦纶,1.68,聚合顺,7.0,4,1,1.85,2545641.2,行业板块
BK1222.DC,影视院线,1.68,华智数媒,8.42,12,6,3.34,19670327.7,行业板块
BK0804.DC,深股通,1.68,鹏鼎控股,10.0,1172,496,3.08,4530384972.8,概念板块
BK1224.DC,纺织制造,1.67,华生科技,10.01,24,8,2.8,20498269.0,行业板块
BK1173.DC,锂矿概念,1.67,金石资源,8.54,28,7,2.47,442853120.0,概念板块
BK0800.DC,人工智能,1.67,狮头股份,10.0,514,172,3.38,1543001139.2,概念板块
BK1199.DC,2025三季报预减,1.65,奥来德,6.37,6,2,4.36,7528972.4,概念板块
BK1014.DC,发电机概念,1.65,通达动力,3.91,18,4,1.71,20444904.3,概念板块
BK0832.DC,工业互联,1.65,海伦哲,12.1,156,42,3.26,637216665.6,概念板块
BK1157.DC,飞行汽车(eVTOL),1.64,华曙高科,9.43,64,20,2.85,127159232.0,概念板块
BK0596.DC,融资融券,1.64,大众交通,10.05,2547,1144,1.73,12364220006.4,概念板块
BK1570.DC,其他石化,1.63,万邦达,4.12,12,2,1.85,12163981.2,行业板块
BK1492.DC,焦炭Ⅲ,1.63,美锦能源,2.78,7,0,1.37,5587961.0,行业板块
BK1249.DC,焦炭Ⅱ,1.63,美锦能源,2.78,7,0,1.37,5587961.0,行业板块
BK1043.DC,专业服务,1.63,联检科技,6.97,25,9,2.02,23985501.5,行业板块
BK1032.DC,风电设备,1.63,海力风电,8.28,25,6,3.33,52325950.4,行业板块
BK0817.DC,昨日触板,1.63,鹏鼎控股,10.0,47,33,9.42,220877555.2,概念板块
BK0476.DC,装修建材,1.63,扬子新材,7.23,26,12,2.53,28800272.0,行业板块
BK0161.DC,辽宁板块,1.62,曙光股份,10.06,56,23,1.88,120898864.0,地域板块
BK1473.DC,园林工程,1.61,园林股份,7.77,14,3,3.04,6158720.0,行业板块
BK1189.DC,腾讯云,1.61,锐捷网络,6.35,15,5,2.61,63211545.6,概念板块
BK1487.DC,公路货运,1.6,龙洲股份,3.14,5,0,1.18,2857479.9,行业板块
BK1464.DC,水泥制造,1.6,金隅集团,9.8,10,3,1.2,26761959.8,行业板块
BK0728.DC,环保,1.6,严牌股份,15.01,101,29,2.16,101147052.8,行业板块
BK0172.DC,浙江板块,1.6,恒林股份,10.01,522,204,2.5,1004066406.4,地域板块
BK0165.DC,陕西板块,1.6,中熔电气,8.26,64,19,2.24,204865468.8,地域板块
BK0731.DC,农化制品,1.59,新安股份,10.04,53,8,1.84,101998729.6,行业板块
BK0552.DC,机构重仓,1.59,曙光股份,10.06,802,305,1.06,4441940044.8,概念板块
BK0447.DC,互联网服务,1.59,新 大 陆,10.02,110,35,4.07,214303576.0,概念板块
BK0167.DC,山西板块,1.59,金利华电,20.0,29,12,1.7,75025251.2,地域板块
BK1466.DC,管材,1.58,雄塑科技,4.74,6,1,1.95,3773140.7,行业板块
BK1116.DC,抗菌面料,1.58,圣泉集团,4.0,14,2,2.58,14987379.1,概念板块
BK0667.DC,安防概念,1.58,水晶光电,10.01,93,22,2.68,186467403.2,概念板块
BK0577.DC,核能核电,1.58,海鸥股份,10.0,149,45,1.74,532033356.8,概念板块
BK1448.DC,横向通用软件,1.57,致远互联,4.54,27,6,1.95,59586534.4,行业板块
BK0595.DC,风能,1.57,山东玻纤,9.99,171,58,2.26,944409676.8,概念板块
BK1207.DC,计算机,1.56,格尔软件,9.99,274,81,3.48,516882816.0,行业板块
BK1143.DC,空间计算,1.56,宏景科技,5.16,19,3,3.65,19148245.1,概念板块
BK1047.DC,数据安全,1.56,格尔软件,9.99,68,12,2.26,128401353.6,概念板块
BK0920.DC,车联网(车路云),1.56,格尔软件,9.99,160,50,2.32,638274713.6,概念板块
BK1508.DC,畜禽饲料,1.55,播恩集团,9.99,6,2,1.86,5581592.5,行业板块
BK1413.DC,涤纶,1.55,汇隆新材,6.73,9,1,2.83,7572537.5,行业板块
BK0936.DC,长寿药,1.55,银禧科技,14.65,9,6,3.36,14933658.8,概念板块
BK0684.DC,京津冀,1.55,龙星科技,10.04,41,14,2.31,79412684.8,概念板块
BK0536.DC,基金重仓,1.55,博迁新材,10.0,67,33,3.67,959883340.8,概念板块
BK1678.DC,2025年报预减,1.54,大众交通,10.05,258,101,2.52,404392315.2,概念板块
BK1079.DC,户外露营,1.54,华生科技,10.01,20,6,2.21,15223092.9,概念板块
BK0629.DC,北斗导航,1.54,航锦科技,9.99,59,15,2.43,155137942.4,概念板块
BK1564.DC,体育Ⅲ,1.53,中体产业,2.28,2,0,9.62,1384275.1,行业板块
BK1273.DC,体育Ⅱ,1.53,中体产业,2.28,2,0,9.62,1384275.1,行业板块
BK1166.DC,低空经济,1.53,湘电股份,10.0,206,80,2.9,473213465.6,概念板块
BK1070.DC,土壤修复,1.53,赛恩斯,6.68,31,4,1.79,25556653.0,概念板块
BK0985.DC,换电概念,1.53,协鑫能科,7.0,33,8,1.99,92769915.2,概念板块
BK0151.DC,福建板块,1.53,火炬电子,10.01,124,50,2.36,581232588.8,地域板块
BK1542.DC,文化用品,1.52,晨光股份,6.34,3,1,2.06,4067638.3,行业板块
BK1529.DC,汽车电子电气系统,1.52,威迈斯,9.05,30,11,4.41,57383652.8,行业板块
BK1454.DC,其他黑色家电,1.52,九联科技,4.11,4,2,2.79,5181892.4,行业板块
BK0953.DC,鸿蒙概念,1.51,格尔软件,9.99,88,33,3.71,254120864.0,概念板块
BK0823.DC,养老金,1.51,天承科技,20.0,118,76,1.69,566229196.8,概念板块
BK0737.DC,软件开发,1.51,格尔软件,9.99,97,36,2.86,177676580.8,行业板块
BK1527.DC,轮胎轮毂,1.5,跃岭股份,9.97,19,2,1.62,26246410.9,行业板块
BK1434.DC,钾肥,1.5,藏格矿业,3.54,3,1,1.23,37294505.6,行业板块
BK1066.DC,民爆概念,1.5,金石资源,8.54,19,3,1.72,39083555.2,概念板块
BK0163.DC,青海板块,1.5,金瑞矿业,10.02,7,3,1.99,45414297.6,地域板块
BK1447.DC,垂直应用软件,1.49,格尔软件,9.99,70,30,3.28,118090046.4,行业板块
BK1388.DC,大气治理,1.49,同兴科技,4.69,5,3,3.68,8495553.4,行业板块
BK1349.DC,棉纺,1.49,华孚时尚,5.1,7,2,2.19,4867016.6,行业板块
BK1326.DC,半导体设备,1.49,耐科装备,11.1,15,7,5.28,186283489.6,行业板块
BK0812.DC,贬值受益,1.49,恒林股份,10.01,128,53,2.4,467969228.8,概念板块
BK1672.DC,破发股,1.48,恒林股份,10.01,405,122,1.61,373213129.6,概念板块
BK1642.DC,微利股,1.48,双星新材,10.05,75,23,2.63,131486446.4,概念板块
BK1627.DC,综合Ⅲ,1.48,东阳光,7.19,16,2,1.87,22489730.5,行业板块
BK1355.DC,运动服装,1.48,探路者,3.45,4,0,3.26,2205458.6,行业板块
BK1295.DC,其他数字媒体,1.48,风语筑,1.82,2,0,13.42,1157961.6,行业板块
BK1217.DC,综合,1.48,东阳光,7.19,16,2,1.87,22489730.5,行业板块
BK1072.DC,中俄贸易概念,1.48,跃岭股份,9.97,64,16,1.89,75391406.4,概念板块
BK0539.DC,综合Ⅱ,1.48,东阳光,7.19,16,2,1.87,22489730.5,行业板块
BK0164.DC,山东板块,1.48,山东玻纤,9.99,228,78,2.0,618218393.6,地域板块
BK1510.DC,其他养殖,1.47,*ST天山,5.62,2,1,1.45,928007.2,行业板块
BK1022.DC,职业教育,1.47,宇瞳光学,7.28,50,15,3.09,65406969.6,概念板块
BK0680.DC,智能家居,1.47,科陆电子,9.96,116,41,2.73,439593369.6,概念板块
BK1643.DC,小盘股,1.46,大众交通,10.05,622,345,2.68,1787941145.6,概念板块
BK1351.DC,印染,1.46,华纺股份,3.44,4,0,2.87,1809681.0,行业板块
BK0736.DC,通信服务,1.46,平治信息,8.92,28,11,1.44,323930985.6,行业板块
BK1080.DC,新型城镇化,1.45,园林股份,7.77,75,22,2.52,59505809.6,概念板块
BK0568.DC,深成500,1.45,鹏鼎控股,10.0,294,194,2.64,3219288499.2,概念板块
BK1545.DC,特种纸,1.44,凯恩股份,4.13,11,1,3.96,7618202.1,行业板块
BK1103.DC,熔盐储能,1.44,百川畅银,4.45,9,2,2.09,11756926.9,概念板块
BK1068.DC,净水概念,1.44,狮头股份,10.0,14,7,1.02,110590520.0,概念板块
BK0579.DC,云计算,1.44,利通电子,8.93,105,34,1.99,729330483.2,概念板块
BK1109.DC,供销社概念,1.43,供销大集,5.13,12,2,3.27,13408748.6,概念板块
BK0873.DC,垃圾分类,1.43,泰瑞机器,8.59,72,20,1.89,93479872.0,概念板块
BK1375.DC,光伏发电,1.41,珈伟新能,4.55,10,3,4.14,16851580.9,行业板块
BK1104.DC,信创,1.41,格尔软件,9.99,180,59,3.57,468123417.6,概念板块
BK1041.DC,医疗器械,1.41,正川股份,10.0,87,47,2.06,133799694.4,行业板块
BK0628.DC,智慧城市,1.41,京东方Ａ,10.02,166,50,5.49,282170979.2,概念板块
BK0506.DC,创投,1.41,京投发展,9.99,201,84,2.68,600372121.6,概念板块
BK1444.DC,IT服务Ⅲ,1.4,达实智能,10.1,100,32,4.32,160083980.8,行业板块
BK1384.DC,航空装备Ⅲ,1.4,菲利华,9.15,31,18,2.26,115145681.6,行业板块
BK1323.DC,综合电力设备商,1.4,上海电气,3.0,1,1,2.0,26360257.7,行业板块
BK1238.DC,IT服务Ⅱ,1.4,达实智能,10.1,100,32,4.32,160083980.8,行业板块
BK1235.DC,环境治理,1.4,倍杰特,13.77,80,26,1.79,82159219.2,行业板块
BK1231.DC,航空装备Ⅱ,1.4,菲利华,9.15,31,18,2.26,115145681.6,行业板块
BK0847.DC,影视概念,1.4,金利华电,20.0,43,20,2.53,59813019.2,概念板块
BK0145.DC,上海板块,1.38,大众交通,10.05,312,118,1.62,1087127449.6,地域板块
BK1631.DC,昨日炸板,1.37,鹏鼎控股,10.0,44,31,9.06,213131848.0,概念板块
BK1427.DC,民爆制品,1.36,金奥博,4.27,11,2,2.47,14303142.5,行业板块
BK1412.DC,氨纶,1.36,华峰化学,1.36,1,0,0.58,5161045.6,行业板块
BK1179.DC,房屋检测,1.36,联检科技,6.97,31,8,1.91,27393470.4,概念板块
BK0809.DC,AI智能体,1.36,莲花控股,10.02,99,40,3.78,214779396.8,概念板块
BK0730.DC,农药兽药,1.36,新安股份,10.04,32,11,1.92,31527044.8,概念板块
BK1565.DC,会展服务,1.35,米奥会展,2.7,2,1,0.92,1448771.3,行业板块
BK1058.DC,地下管网,1.35,光格科技,6.37,36,13,1.87,39822739.2,概念板块
BK0835.DC,独角兽,1.35,水晶光电,10.01,64,36,2.65,506827852.8,概念板块
BK1153.DC,多模态AI,1.34,九安医疗,10.0,48,18,3.07,121080216.0,概念板块
BK0556.DC,移动支付,1.34,格尔软件,9.99,54,12,2.02,316580068.8,概念板块
BK1188.DC,DeepSeek概念,1.33,莲花控股,10.02,182,70,2.98,519394713.6,概念板块
BK0897.DC,IPv6,1.33,星网锐捷,3.19,10,3,2.14,62730958.4,概念板块
BK0813.DC,雄安新区,1.33,金隅集团,9.8,99,43,1.82,253323377.6,概念板块
BK1528.DC,其他汽车零部件,1.32,宁波方正,8.07,37,18,3.56,40079088.0,行业板块
BK0436.DC,纺织服饰,1.32,飞亚达,9.99,75,33,2.01,66856601.6,行业板块
BK1395.DC,机床工具,1.31,宇晶股份,4.69,15,4,2.69,16997198.6,行业板块
BK0622.DC,地热能,1.31,汉钟精机,5.99,7,2,6.32,14675686.1,概念板块
BK1478.DC,装修装饰Ⅲ,1.3,科新发展,9.99,15,6,3.24,13190145.8,行业板块
BK0725.DC,装修装饰Ⅱ,1.3,科新发展,9.99,15,6,3.24,13190145.8,行业板块
BK0696.DC,国产软件,1.3,格尔软件,9.99,167,65,3.36,323021662.4,概念板块
BK0634.DC,大数据,1.3,新 大 陆,10.02,220,71,2.98,666719334.4,概念板块
BK0424.DC,水泥,1.3,金隅集团,9.8,16,6,1.4,30321801.6,行业板块
BK0169.DC,四川板块,1.3,新金路,10.01,116,62,1.92,360682004.8,地域板块
BK1182.DC,智谱AI概念,1.29,平治信息,8.92,22,10,4.62,46530753.6,概念板块
BK1133.DC,ERP概念,1.29,赛意信息,4.62,17,6,2.94,29231662.4,概念板块
BK0845.DC,百度概念,1.29,大众交通,10.05,92,50,3.28,389746942.4,概念板块
BK1390.DC,水务及水治理,1.28,倍杰特,13.77,39,11,1.4,30664236.8,行业板块
BK1311.DC,输变电设备,1.28,安靠智电,6.63,23,7,2.8,66670264.0,行业板块
BK1118.DC,数据确权,1.28,新致软件,7.17,24,9,3.46,26280477.3,概念板块
BK1664.DC,中盘股,1.27,景旺电子,10.0,299,191,2.02,2108395340.8,概念板块
BK0715.DC,航母概念,1.27,东方锆业,6.86,20,11,1.55,121474680.0,概念板块
BK0594.DC,长江三角,1.27,金利华电,20.0,273,118,2.08,1021998080.0,概念板块
BK0148.DC,吉林板块,1.27,诺德股份,7.43,31,15,2.32,39631171.2,地域板块
BK1621.DC,锂,1.26,中矿资源,4.02,7,1,4.41,45174358.4,行业板块
BK0501.DC,次新股,1.26,红板科技,10.0,85,43,8.04,396531320.0,概念板块
BK0429.DC,交运设备,1.26,时代电气,14.4,33,12,0.96,64670985.6,概念板块
BK1505.DC,其他农产品加工,1.25,华资实业,10.04,7,4,1.22,7684355.0,行业板块
BK1486.DC,仓储物流,1.25,音飞储存,3.42,5,0,1.34,3542214.0,行业板块
BK1389.DC,固废治理,1.25,华新科技,8.34,24,9,1.78,34946737.6,行业板块
BK1135.DC,数据要素,1.25,九安医疗,10.0,112,46,3.1,208380456.0,概念板块
BK1009.DC,元宇宙概念,1.25,水晶光电,10.01,95,48,3.55,448777113.6,概念板块
BK0914.DC,医废处理,1.25,华康洁净,4.21,21,10,1.94,23502564.3,概念板块
BK0706.DC,人脑工程,1.25,博拓生物,6.15,32,16,3.02,84168320.0,概念板块
BK1225.DC,服装家纺,1.24,奥康国际,9.99,40,19,1.87,34747344.0,行业板块
BK0712.DC,一带一路,1.24,和泰机电,10.01,349,135,1.08,1716976512.0,概念板块
BK0707.DC,沪股通,1.24,大众交通,10.05,934,553,1.11,7562579558.4,概念板块
BK1471.DC,工程咨询服务Ⅲ,1.23,深圳瑞捷,4.88,36,10,2.95,23202305.0,行业板块
BK1314.DC,风电整机,1.23,金风科技,1.9,5,0,3.11,19990219.7,行业板块
BK1129.DC,数字水印,1.23,平治信息,8.92,13,5,4.49,12063141.6,概念板块
BK0926.DC,湖北自贸,1.23,兴发集团,4.71,18,10,2.82,77672049.6,概念板块
BK0743.DC,深证100R,1.23,鹏鼎控股,10.0,50,50,2.83,1797833625.6,概念板块
BK0726.DC,工程咨询服务Ⅱ,1.23,深圳瑞捷,4.88,36,10,2.95,23202305.0,行业板块
BK0157.DC,湖北板块,1.22,盈方微,10.01,98,48,2.65,279715411.2,地域板块
BK1626.DC,稀土,1.21,盛和资源,3.16,4,0,2.33,31036795.2,行业板块
BK0945.DC,装配建筑,1.21,郑中设计,6.8,64,24,1.37,137197913.6,概念板块
BK0898.DC,胎压监测,1.21,索菱股份,4.28,22,5,3.61,38881731.2,概念板块
BK1333.DC,LED,1.2,华体科技,5.94,21,9,7.85,32218820.8,行业板块
BK1321.DC,火电设备,1.19,龙源技术,3.69,3,1,1.96,2975668.6,行业板块
BK1115.DC,跨境电商,1.19,恒林股份,10.01,104,56,2.75,167483540.8,概念板块
BK1100.DC,减速器,1.19,飞亚达,9.99,54,26,4.47,133376100.8,概念板块
BK0668.DC,医疗器械概念,1.19,华盛昌,10.0,211,119,2.3,517555814.4,概念板块
BK0428.DC,电力,1.19,恒盛能源,10.0,77,27,1.98,408091430.4,行业板块
BK0146.DC,黑龙江,1.19,佳电股份,5.78,27,8,2.13,38614286.4,地域板块
BK1456.DC,其他家电Ⅲ,1.18,融捷健康,3.01,2,1,2.71,1143680.0,行业板块
BK1407.DC,工控设备,1.18,博杰股份,10.0,24,8,3.67,55324652.8,行业板块
BK1346.DC,住宅开发,1.18,华丽家族,10.17,46,17,1.95,62918904.0,行业板块
BK1243.DC,其他家电Ⅱ,1.18,融捷健康,3.01,2,1,2.71,1143680.0,行业板块
BK0981.DC,工业气体,1.18,巨化股份,10.01,20,6,2.42,66362438.4,概念板块
BK0166.DC,天津板块,1.18,九安医疗,10.0,51,19,1.7,215658507.2,地域板块
BK0697.DC,IPO受益,1.17,大众交通,10.05,33,18,1.57,242679289.6,概念板块
BK1267.DC,造纸,1.16,森林包装,10.01,18,6,2.41,17349360.6,行业板块
BK0852.DC,冷链物流,1.16,华正新材,10.0,76,34,2.01,180733408.0,概念板块
BK0701.DC,中证500,1.16,景旺电子,10.0,289,198,1.96,2003208755.2,概念板块
BK1553.DC,多业态零售,1.15,合百集团,9.99,11,4,3.73,7181443.7,行业板块
BK1357.DC,钟表珠宝,1.15,飞亚达,9.99,11,4,1.28,11056506.6,行业板块
BK0525.DC,参股银行,1.15,大众交通,10.05,142,79,1.2,1154944128.0,概念板块
BK0481.DC,汽车零部件,1.15,跃岭股份,9.97,184,85,3.22,317484902.4,行业板块
BK0479.DC,钢铁,1.15,盛德鑫泰,8.33,28,14,1.05,92506238.4,行业板块
BK1266.DC,文娱用品,1.14,晨光股份,6.34,16,6,2.88,12815127.3,行业板块
BK1086.DC,粮食概念,1.14,华资实业,10.04,23,6,1.83,21618059.9,概念板块
BK1007.DC,植物照明,1.14,国星光电,5.81,14,5,6.33,21039898.5,概念板块
BK0818.DC,可燃冰,1.14,海默科技,2.94,8,1,1.06,24057056.3,概念板块
BK1352.DC,非运动服装,1.13,红豆股份,4.64,27,10,1.63,24136907.1,行业板块
BK1056.DC,幽门螺杆菌概念,1.13,粤万年青,16.33,32,16,2.14,45123070.4,概念板块
BK0590.DC,西部大开发,1.13,卓郎智能,10.0,396,197,1.97,1351083494.4,概念板块
BK1588.DC,通信工程及服务,1.12,*ST亿通,5.54,15,5,6.93,12553738.4,行业板块
BK0967.DC,水产概念,1.12,通威股份,3.27,13,1,1.6,21249688.2,概念板块
BK1540.DC,其他家居用品,1.11,华瓷股份,3.68,17,6,2.08,20752028.7,行业板块
BK1258.DC,饲料,1.11,播恩集团,9.99,12,4,1.78,17883159.0,行业板块
BK0924.DC,地摊经济,1.11,合百集团,9.99,17,12,2.6,50331808.0,概念板块
BK0482.DC,一般零售,1.11,合百集团,9.99,44,12,2.08,47173209.6,行业板块
BK1590.DC,其他通信设备,1.1,东土科技,4.23,12,2,2.61,9691210.1,行业板块
BK1682.DC,2026一季报扭亏,1.09,大普微-UW,8.94,8,3,4.07,78505910.4,概念板块
BK0955.DC,C2M概念,1.09,奥康国际,9.99,24,11,1.98,30474848.0,概念板块
BK0886.DC,智慧政务,1.09,格尔软件,9.99,62,22,2.57,73926347.2,概念板块
BK0830.DC,区块链,1.09,格尔软件,9.99,153,74,1.36,949446784.0,概念板块
BK0803.DC,股权转让,1.09,*ST汇科,7.89,27,13,2.17,22217172.4,概念板块
BK0677.DC,粤港自贸,1.09,南  玻Ａ,10.0,46,25,1.64,108087507.2,概念板块
BK0480.DC,航天航空,1.09,博云新材,7.57,34,20,2.29,151265275.2,概念板块
BK1469.DC,涂料,1.07,*ST亚士,3.8,1,1,2.51,3036982.3,行业板块
BK1383.DC,航海装备Ⅲ,1.07,海兰信,5.37,7,2,1.96,53656392.0,行业板块
BK1230.DC,航海装备Ⅱ,1.07,海兰信,5.37,7,2,1.96,53656392.0,行业板块
BK1145.DC,机器人执行器,1.07,国机精工,10.0,24,11,5.12,97603486.4,概念板块
BK0982.DC,电子车牌,1.07,厦门信达,4.98,14,4,3.33,15206649.7,概念板块
BK0705.DC,上证380,1.07,景旺电子,10.0,216,157,1.87,1259028787.2,概念板块
BK0174.DC,西藏板块,1.07,易明医药,9.99,15,5,1.6,30604892.8,地域板块
BK1406.DC,印刷包装机械,1.06,东方精工,2.57,10,2,3.48,5906216.8,行业板块
BK1197.DC,反内卷概念,1.06,金隅集团,9.8,98,51,1.52,541171763.2,概念板块
BK1176.DC,财税数字化,1.06,神州信息,7.01,30,11,2.43,49307056.0,概念板块
BK1061.DC,数字经济,1.06,达实智能,10.1,129,54,3.22,202004715.2,概念板块
BK0520.DC,社保重仓,1.06,佰奥智能,4.28,15,2,2.05,24774657.5,概念板块
BK1639.DC,周期股,1.05,鹏鼎控股,10.0,42,56,1.57,2437155046.4,概念板块
BK1629.DC,AI应用,1.05,达实智能,10.1,143,57,3.25,366725356.8,概念板块
BK1003.DC,抽水蓄能,1.05,申菱环境,8.85,24,14,1.93,187635851.2,概念板块
BK0821.DC,MSCI中国,1.05,鹏鼎控股,10.0,310,247,1.17,8181544960.0,概念板块
BK1557.DC,培训教育,1.04,创业黑马,4.39,7,2,2.23,5510515.0,行业板块
BK1543.DC,娱乐用品,1.04,浙江自然,5.49,13,5,3.21,8747489.0,行业板块
BK1264.DC,商用车,1.04,曙光股份,10.06,8,5,1.22,32495006.4,行业板块
BK1209.DC,建筑装饰,1.04,科新发展,9.99,110,45,1.48,195899916.8,行业板块
BK0708.DC,体育产业,1.04,聚杰微纤,7.41,46,24,2.02,83565014.4,概念板块
BK0600.DC,参股新三板,1.04,曙光股份,10.06,60,40,2.78,169658200.0,概念板块
BK0175.DC,内蒙古,1.04,华资实业,10.04,20,9,1.76,108729684.8,地域板块
BK1211.DC,汽车,1.03,曙光股份,10.06,213,102,2.34,527360332.8,行业板块
BK1054.DC,DRG/DIP,1.03,科创信息,6.83,12,6,1.87,14824760.8,概念板块
BK1024.DC,绿色电力,1.03,恒盛能源,10.0,113,46,2.21,664575539.2,概念板块
BK0933.DC,退税商店,1.03,合百集团,9.99,8,4,2.51,15362619.6,概念板块
